state,name,college_readiness_score,tested_ap,passed_ap,math_score,math_proficient,math_not_proficient,reading_score,reading_proficient,reading_not_proficient
Arizona,Kestrel Schools Inc.,N/A,N/A,N/A,1.2,10%,90%,2.5,64%,36%
Arizona,Kingman Academy Of Learning,N/A,N/A,N/A,2.7,70%,30%,3,92%,8%
Arizona,Kingman Unified School District,6.2,10%,4.90%,2.3,54%,46%,2.8,79%,21%
Arizona,Lake Havasu Unified District,4.5,8%,3.30%,2.7,70%,30%,3,90%,10%
Arizona,Lead Charter Schools,N/A,N/A,N/A,3,86%,14%,3,91%,9%
Arizona,Legacy Education Group,N/A,N/A,N/A,1.6,27%,73%,2.6,67%,33%
Arizona,Liberty High School,N/A,N/A,N/A,1.4,8%,92%,2.5,67%,33%
Arizona,Life Skills Center of Arizona Inc.,N/A,N/A,N/A,1.2,6%,94%,2.3,42%,58%
Arizona,Littlefield Unified District,N/A,N/A,N/A,1.7,27%,73%,2.7,68%,32%
Arizona,Luz Academy Of Tucson Inc,25,38%,20.60%,2.1,42%,58%,2.8,82%,18%
Arizona,Mammoth-San Manuel Unified District,6,21%,1.10%,2,38%,62%,2.8,80%,20%
Arizona,Marana Unified District,12.2,17%,10.40%,2.6,67%,33%,3,88%,12%
Arizona,Maricopa County Community College District Dba Gateway Early,N/A,N/A,N/A,2.8,71%,29%,2.9,84%,16%
Arizona,Maricopa County Regional District,N/A,N/A,N/A,1.2,5%,95%,2.2,38%,62%
Arizona,Maricopa Unified School District,8.3,19%,4.70%,1.9,34%,66%,2.6,65%,35%
Arizona,Mary C O'Brien Accommodation District,N/A,N/A,N/A,1.8,26%,74%,2.4,47%,53%
Arizona,Mary Ellen Halvorson Educational Foundation. Dba: Tri-City P,20.3,33%,16.30%,3.4,91%,9%,3.3,98%,2%
Arizona,Maya Public Charter High School,N/A,N/A,N/A,1.4,10%,90%,2.2,37%,63%
Arizona,Mayer Unified School District,N/A,N/A,N/A,1.7,22%,78%,2.5,58%,42%
Arizona,Mcccd On Behalf Of Phoenix College Preparatory Academy,N/A,N/A,N/A,2.6,67%,33%,2.9,89%,11%
Arizona,Mesa Preparatory Academy Inc.,N/A,N/A,N/A,3.6,98%,2%,3.2,100%,0%
Arizona,Mesa Unified District,20.4,29%,17.50%,2.4,57%,43%,2.9,84%,16%
Arizona,Metropolitan Arts Institute Inc.,N/A,N/A,N/A,3.2,91%,9%,3.2,98%,2%
Arizona,Miami Unified District,N/A,N/A,N/A,2,44%,56%,2.8,79%,21%
Arizona,Mingus Union High School District,12.1,17%,10.50%,2.7,69%,31%,2.9,86%,14%
Arizona,Mission Charter School Inc.,N/A,N/A,N/A,1.2,6%,94%,2.2,37%,63%
Arizona,Mission Heights Preparatory Public Charter High School,N/A,N/A,N/A,2.2,49%,51%,2.9,81%,19%
Arizona,Mohave Accelerated Learning Center,N/A,N/A,N/A,2.5,64%,36%,2.9,91%,9%
Arizona,Morenci Unified District,N/A,N/A,N/A,2.7,69%,31%,3,89%,11%
Arizona,Mountain Rose Academy Inc.,N/A,N/A,N/A,1.9,33%,67%,2.7,75%,25%
Arizona,New School For The Arts,N/A,N/A,N/A,2.7,67%,33%,3.1,98%,2%
Arizona,Nogales Unified District,15,20%,13.20%,2,38%,62%,2.7,69%,31%
Arizona,North Star Charter School Inc.,N/A,N/A,N/A,2,42%,58%,2.9,85%,15%
Arizona,Northland Preparatory Academy,65,71%,63.10%,3.4,92%,8%,3.1,96%,4%
Arizona,Nosotros Inc,N/A,N/A,N/A,1.2,7%,93%,2.6,63%,37%
Arizona,Ombudsman Educational Services Ltd.,N/A,N/A,N/A,1.6,22%,78%,2.4,51%,49%
Arizona,Omega Schools D.B.A. Omega Academy Inc.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Arizona,Pace Preparatory Academy Inc.,N/A,N/A,N/A,1.5,19%,81%,2.8,71%,29%
Arizona,Page Unified District,11.4,27%,6.40%,2.2,45%,55%,2.7,64%,36%
Arizona,Paradise Valley Unified District,22.1,29%,19.90%,2.6,63%,37%,3,86%,14%
Arizona,Paragon Management Inc.,14.9,27%,10.80%,2.7,68%,32%,3,88%,12%
Arizona,Parker Unified School District,N/A,N/A,N/A,2.3,54%,46%,2.9,83%,17%
Arizona,Pas Charter Inc. Dba Intelli-School,N/A,N/A,N/A,1.6,25%,75%,2.5,51%,49%
Arizona,Patagonia Union High School District,N/A,N/A,N/A,2.4,60%,40%,2.9,85%,15%
Arizona,Payson Unified District,14.5,26%,10.70%,2.6,61%,39%,3,88%,12%
Arizona,Peoria Unified School District,7.8,10%,7.10%,2.7,67%,33%,2.9,85%,15%
Arizona,Phoenix School Of Academic Excellence The,N/A,N/A,N/A,1.5,15%,85%,2.5,59%,41%
Arizona,Phoenix Union High School District,10.8,21%,7.50%,2.3,52%,48%,2.8,77%,23%
Arizona,Pima County Board Of Supervisors,N/A,N/A,N/A,1.3,0%,100%,N/A,N/A,N/A
Arizona,Pima Prevention Partnership,N/A,N/A,N/A,1.8,29%,71%,2.7,67%,33%
Arizona,Pima Prevention Partnership Dba Pima Partnership School The,N/A,N/A,N/A,2,39%,61%,2.6,69%,31%
Arizona,Pima Rose Academy Inc.,N/A,N/A,N/A,1.4,10%,90%,2.5,51%,49%
Arizona,Pima Unified District,N/A,N/A,N/A,2.2,47%,53%,2.9,85%,15%
Arizona,Pinnacle Education-Casa Grande Inc.,N/A,N/A,N/A,1.2,8%,92%,2.6,62%,38%
Arizona,Pinnacle Education-Kino Inc.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Arizona,Pinnacle Education-Mesa Inc.,N/A,N/A,N/A,N/A,N/A,N/A,2.7,70%,30%
Arizona,Pinnacle Education-Tempe Inc.,N/A,N/A,N/A,1.2,7%,93%,N/A,N/A,N/A
Arizona,Pinnacle Education-Wmcb Inc.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Arizona,Pinon Unified District,N/A,N/A,N/A,1.8,32%,68%,2.6,59%,41%
Arizona,Pointe Educational Services,30,60%,20.00%,2.8,73%,27%,3,92%,8%
Arizona,Portable Practical Educational Preparation Inc. (Ppep Inc.,N/A,N/A,N/A,1.7,28%,72%,2.6,63%,37%
Arizona,Precision Academy Systems Inc,N/A,N/A,N/A,1.5,16%,84%,2.4,46%,54%
Arizona,Premier Charter High School,N/A,N/A,N/A,1.3,7%,93%,2.5,52%,48%
Arizona,Prescott Unified District,21.2,26%,19.80%,2.8,72%,28%,3.1,92%,8%
Arizona,Prescott Valley Charter School,N/A,N/A,N/A,1.6,17%,83%,2.6,60%,40%
Arizona,Presidio School,N/A,N/A,N/A,3.4,100%,0%,3.2,100%,0%
Arizona,Primavera Technical Learning Center,N/A,N/A,N/A,1.8,30%,70%,2.8,77%,23%
Arizona,Queen Creek Unified District,4.2,6%,3.60%,2.7,71%,29%,3,90%,10%
Arizona,Ray Unified District,N/A,N/A,N/A,2,40%,60%,2.9,86%,14%
Arizona,Red Mesa Unified District,N/A,N/A,N/A,1.8,29%,71%,2.5,58%,42%
Arizona,Round Valley Unified District,N/A,N/A,N/A,2.5,60%,40%,2.8,78%,22%
Arizona,Rsd Charter School Inc.,N/A,N/A,N/A,1.3,10%,90%,2.6,56%,44%
Arizona,Saddle Mountain Unified School District,N/A,N/A,N/A,2.2,48%,52%,2.7,68%,32%
Arizona,Safford Unified District,N/A,N/A,N/A,2,35%,65%,2.7,71%,29%
Arizona,Sahuarita Unified District,16.1,22%,14.10%,2.4,53%,47%,2.8,82%,18%
Arizona,Salt River Pima-Maricopa Community Schools,N/A,N/A,N/A,1.7,27%,73%,2.6,63%,37%
Arizona,San Carlos Unified District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Arizona,Sanders Unified District,N/A,N/A,N/A,1.7,26%,74%,2.6,60%,40%
Arizona,Santa Cruz Valley Unified District,14.8,21%,12.70%,2.6,66%,34%,2.9,83%,17%
Arizona,Santa Cruz Valley Union High School District,N/A,N/A,N/A,1.8,29%,71%,2.6,58%,42%
Arizona,Sc Jensen Corporation Inc. Dba Intelli-School,N/A,N/A,N/A,1.4,8%,92%,2.5,62%,38%
Arizona,Scottsdale Preparatory Academy,N/A,N/A,N/A,3.7,98%,2%,3.3,100%,0%
Arizona,Scottsdale Unified District,22.1,29%,19.70%,2.8,73%,27%,3,88%,12%
Arizona,Sedona-Oak Creek Jusd #9,31.8,48%,26.40%,2.8,75%,25%,3,90%,10%
Arizona,Sequoia Choice Schools Lllp,N/A,N/A,N/A,2.2,43%,57%,2.8,73%,27%
Arizona,Shonto Governing Board Of Education Inc.,10.8,43%,0.00%,N/A,N/A,N/A,N/A,N/A,N/A
Arizona,Show Low Unified District,12.4,18%,10.50%,2.4,54%,46%,2.9,86%,14%
Arizona,Sierra Vista Unified District,5.6,9%,4.40%,2.5,61%,39%,3,88%,12%
Arizona,Skyline Schools Inc.,N/A,N/A,N/A,2.6,65%,35%,2.8,80%,20%
Arizona,Skyview Public Charter High School,N/A,N/A,N/A,1.9,28%,72%,2.8,77%,23%
Arizona,Snowflake Unified District,N/A,N/A,N/A,2.6,64%,36%,2.9,86%,14%
Arizona,Sonoran Desert School,N/A,N/A,N/A,2,40%,60%,2.9,80%,20%
Arizona,Southern Arizona Community Academy Inc.,N/A,N/A,N/A,2,31%,69%,2.7,73%,27%
Arizona,Southgate Academy Inc.,N/A,N/A,N/A,1.5,17%,83%,2.4,56%,44%
Arizona,St David Unified District,N/A,N/A,N/A,2.6,69%,31%,3,90%,10%
Arizona,St Johns Unified District,N/A,N/A,N/A,2.7,66%,34%,3,86%,14%
Arizona,Success School,N/A,N/A,N/A,2.2,53%,47%,2.8,75%,25%
Arizona,Summit Public Charter High School,N/A,N/A,N/A,1.3,6%,94%,2.2,34%,66%
Arizona,Sunnyside Unified District,14.8,29%,10.10%,1.7,25%,75%,2.5,57%,43%
Arizona,Superior Unified School District,N/A,N/A,N/A,2.4,56%,44%,2.9,77%,23%
Arizona,Tanque Verde Unified District,29.4,38%,26.60%,3,81%,19%,3.1,95%,5%
Arizona,Tempe Accelerated Public Charter High School,N/A,N/A,N/A,1.8,24%,76%,2.4,48%,52%
Arizona,Tempe Preparatory Academy,25,29%,23.50%,3.5,94%,6%,3.3,100%,0%
Arizona,Tempe Union High School District,15.4,18%,14.50%,2.7,68%,32%,2.9,86%,14%
Arizona,Thatcher Unified District,N/A,N/A,N/A,2.7,65%,35%,3,93%,7%
Arizona,The Charter Foundation Inc.,14.1,38%,6.30%,2.4,57%,43%,3,90%,10%
Arizona,Tolleson Union High School District,26.8,35%,24.00%,2.4,54%,46%,2.9,83%,17%
Arizona,Tombstone Unified District,N/A,N/A,N/A,2.6,66%,34%,3,92%,8%
Arizona,Tuba City Unified District,8.5,24%,3.30%,2,37%,63%,2.6,66%,34%
Arizona,Tucson Preparatory School,N/A,N/A,N/A,1.2,5%,95%,2.2,27%,73%
Arizona,Tucson Small School Project,N/A,N/A,N/A,2.1,44%,56%,2.9,75%,25%
Arizona,Tucson Unified School District,18.1,24%,16.20%,2.3,50%,50%,2.8,76%,24%
Arizona,Tucson Youth Development/Ace Charter High School,N/A,N/A,N/A,1.9,29%,71%,2.6,61%,39%
Arizona,Vail Unified District,25.9,38%,21.90%,3.2,86%,14%,3.2,97%,3%
Arizona,Valley Union High School District,N/A,N/A,N/A,2.5,67%,33%,3,80%,20%
Arizona,Vechij Himdag Alternative School Inc.,N/A,N/A,N/A,1,0%,100%,2.3,36%,64%
Arizona,Veritas Preparatory Academy,N/A,N/A,N/A,3.5,96%,4%,3.2,96%,4%
Arizona,Vicki A. Romero High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Arizona,Westwind Children'S Services,N/A,N/A,N/A,2.2,44%,56%,2.8,79%,21%
Arizona,Whiteriver Unified District,2,8%,0.00%,N/A,N/A,N/A,N/A,N/A,N/A
Arizona,Wickenburg Unified District,6.2,18%,2.20%,2.6,65%,35%,2.8,80%,20%
Arizona,Willcox Unified District,N/A,N/A,N/A,1.9,33%,67%,2.7,71%,29%
Arizona,Williams Unified District,N/A,N/A,N/A,2.2,48%,52%,2.8,79%,21%
Arizona,Window Rock Unified District,N/A,N/A,N/A,2.1,43%,57%,N/A,N/A,N/A
Arizona,Winslow Unified District,2.2,7%,0.50%,2.3,52%,48%,2.8,80%,20%
Arizona,Yavapai Accommodation School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Arizona,Yuma Private Industry Council Inc.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Arizona,Yuma Union High School District,15.3,30%,10.40%,2.1,45%,55%,2.7,68%,32%
Arkansas,Academics Plus Charter School,N/A,N/A,N/A,2.8,68%,32%,2.8,77%,23%
Arkansas,Alma School District,21.4,40%,15.30%,3.1,86%,14%,2.8,69%,31%
Arkansas,Alpena School District,25.7,38%,21.60%,3,76%,24%,3,82%,18%
Arkansas,Ark. School For The Deaf,N/A,N/A,N/A,1.3,0%,100%,N/A,N/A,N/A
Arkansas,Arkadelphia School District,40.4,77%,28.10%,2.6,58%,42%,2.8,64%,36%
Arkansas,Armorel School District,16.1,64%,0.00%,3.2,88%,12%,2.9,75%,25%
Arkansas,Ashdown School District,20.8,58%,8.30%,2.5,58%,42%,2.7,67%,33%
Arkansas,Atkins School District,11.7,32%,5.00%,3.1,77%,23%,2.8,61%,39%
Arkansas,Augusta School District,N/A,N/A,N/A,2.3,42%,58%,2.1,31%,69%
Arkansas,Bald Knob School District,12.2,30%,6.30%,2.8,69%,31%,3.1,82%,18%
Arkansas,Barton-Lexa School District,15.4,42%,6.70%,3.1,82%,18%,2.5,45%,55%
Arkansas,Batesville School District,15.6,21%,13.80%,3.1,83%,17%,3,75%,25%
Arkansas,Bauxite School District,20.8,53%,9.90%,3.2,88%,12%,2.9,73%,27%
Arkansas,Bay School District,7.4,29%,0.00%,2.6,57%,43%,2.4,40%,60%
Arkansas,Bearden School District,15,53%,2.20%,3.1,77%,23%,2.4,44%,56%
Arkansas,Beebe School District,17,28%,13.40%,3,79%,21%,3,81%,19%
Arkansas,Benton County School of the Arts,31.9,45%,27.50%,3.3,89%,11%,3,82%,18%
Arkansas,Benton School District,18.6,25%,16.30%,3.7,96%,4%,3.1,82%,18%
Arkansas,Bentonville School District,44.7,62%,39.00%,3.5,92%,8%,3.4,89%,11%
Arkansas,Bergman School District,19.3,33%,14.80%,3.2,82%,18%,3.1,82%,18%
Arkansas,Berryville School District,13.3,20%,11.10%,3.3,85%,15%,3.1,82%,18%
Arkansas,Bismarck School District,13.5,34%,6.80%,3.3,90%,10%,3.3,89%,11%
Arkansas,Blevins School District,6.7,21%,1.90%,2.6,54%,46%,2.6,55%,45%
Arkansas,Blytheville School District,9.5,32%,1.90%,2.8,65%,35%,2.3,35%,65%
Arkansas,Booneville School District,23.7,53%,14.00%,2.9,77%,23%,3.1,82%,18%
Arkansas,Bradford School District,19,45%,10.30%,3.1,84%,16%,2.8,77%,23%
Arkansas,Bradley School District,N/A,N/A,N/A,2.4,48%,52%,2.6,56%,44%
Arkansas,Brinkley School District,14.8,59%,0.00%,2.5,49%,51%,2.4,46%,54%
Arkansas,Brookland School District,19.6,32%,15.50%,2.6,60%,40%,2.8,68%,32%
Arkansas,Bryant School District,22.8,39%,17.30%,3.3,84%,16%,3,78%,22%
Arkansas,Buffalo Is. Central Sch. Dist.,6.8,22%,1.70%,3,78%,22%,3,71%,29%
Arkansas,Cabot School District,20.1,30%,16.80%,2.8,68%,32%,2.9,76%,24%
Arkansas,Caddo Hills School District,N/A,N/A,N/A,3.6,100%,0%,2.9,73%,27%
Arkansas,Calico Rock School District,16.3,65%,0.00%,3.1,75%,25%,3.2,85%,15%
Arkansas,Camden Fairview School Dist.,14.2,48%,2.90%,2.6,56%,44%,2.6,55%,45%
Arkansas,Carlisle School District,15.6,48%,4.90%,2.8,65%,35%,3.1,83%,17%
Arkansas,Cave City School District,7.6,22%,2.80%,3.3,88%,12%,2.8,68%,32%
Arkansas,Cedar Ridge School District,9.7,33%,1.90%,2.6,58%,42%,2.6,57%,43%
Arkansas,Cedarville School District,14.3,25%,10.70%,2.8,68%,32%,2.8,71%,29%
Arkansas,Centerpoint School District,26.8,53%,18.10%,3.1,78%,22%,2.7,61%,39%
Arkansas,Charleston School District,8.9,16%,6.60%,3.3,86%,14%,2.8,70%,30%
Arkansas,Clarendon School District,N/A,N/A,N/A,2.5,53%,47%,2.4,46%,54%
Arkansas,Clarksville School District,13.3,34%,6.50%,3,80%,20%,3,84%,16%
Arkansas,Cleveland County School Dist.,18.1,49%,7.80%,3.1,84%,16%,2.7,66%,34%
Arkansas,Clinton School District,8.3,25%,2.80%,2.8,66%,34%,2.8,66%,34%
Arkansas,Concord School District,25.9,61%,14.30%,3.2,83%,17%,3,79%,21%
Arkansas,Conway School District,29.7,43%,25.20%,2.3,42%,58%,3.1,81%,19%
Arkansas,Corning School District,12.8,31%,6.80%,3,79%,21%,2.7,57%,43%
Arkansas,Cossatot River School District,16.3,51%,4.70%,3.2,89%,11%,2.7,61%,39%
Arkansas,Cotter School District,23.6,43%,17.10%,3.1,75%,25%,2.8,67%,33%
Arkansas,County Line School District,18.1,41%,10.30%,3.3,86%,14%,2.8,74%,26%
Arkansas,Cross County School District,N/A,N/A,N/A,2.9,70%,30%,2.7,63%,37%
Arkansas,Crossett School District,25.4,50%,17.30%,2.7,61%,39%,2.6,58%,42%
Arkansas,Cutter-Morning Star Sch. Dist.,14.6,29%,9.80%,2.8,73%,27%,2.8,60%,40%
Arkansas,Danville School District,N/A,N/A,N/A,2.9,79%,21%,2.6,59%,41%
Arkansas,Dardanelle School District,23.2,39%,17.90%,3.5,97%,3%,3,82%,18%
Arkansas,Decatur School District,25,52%,16.00%,2.9,68%,32%,2.6,54%,46%
Arkansas,Deer/Mt. Judea School District,N/A,N/A,N/A,2.9,67%,33%,2.9,64%,36%
Arkansas,Dequeen School District,10.7,21%,7.30%,3,71%,29%,3,74%,26%
Arkansas,Dermott School District,8.8,35%,0.00%,2.6,54%,46%,2.4,40%,60%
Arkansas,Des Arc School District,10.9,37%,2.20%,2.6,50%,50%,2.6,60%,40%
Arkansas,Dewitt School District,12.8,39%,3.90%,2.7,60%,40%,2.7,65%,35%
Arkansas,Dierks School District,29,80%,12.00%,2.7,69%,31%,2.9,71%,29%
Arkansas,Dollarway School District,7.2,29%,0.00%,1.9,23%,77%,2.2,34%,66%
Arkansas,Dover School District,21.8,48%,12.90%,3,83%,17%,2.6,62%,38%
Arkansas,Drew Central School District,12,26%,7.40%,3,74%,26%,2.5,47%,53%
Arkansas,Dumas School District,27.8,72%,13.10%,2.6,56%,44%,2.6,56%,44%
Arkansas,Earle School District,6.2,25%,0.00%,2.3,37%,63%,2.2,24%,76%
Arkansas,East End School District,13,33%,6.30%,2.8,69%,31%,2.8,71%,29%
Arkansas,East Poinsett Co. School Dist.,13,40%,4.20%,2.7,57%,43%,2.7,61%,39%
Arkansas,El Dorado School District,32.2,55%,24.40%,2.9,67%,33%,2.8,65%,35%
Arkansas,Elkins School District,17.7,47%,8.10%,3.2,87%,13%,2.9,76%,24%
Arkansas,Emerson-Taylor School District,N/A,N/A,N/A,3.2,80%,20%,3.1,84%,16%
Arkansas,England School District,7.9,27%,1.70%,2.8,63%,37%,2.3,35%,65%
Arkansas,Estem High Charter,39.7,99%,20.00%,2.5,51%,49%,3.1,82%,18%
Arkansas,Eureka Springs School District,30.1,41%,26.50%,3.5,91%,9%,2.8,67%,33%
Arkansas,Farmington School District,23.6,53%,13.90%,3.1,80%,20%,2.9,73%,27%
Arkansas,Fayetteville School District,42.9,53%,39.40%,2.9,73%,27%,3.2,86%,14%
Arkansas,Flippin School District,13.2,31%,7.30%,3.1,77%,23%,3.1,85%,15%
Arkansas,Fordyce School District,10.4,37%,1.40%,2.5,44%,56%,2.4,46%,54%
Arkansas,Foreman School District,10.8,43%,0.00%,2.7,60%,40%,2.8,67%,33%
Arkansas,Forrest City School District,6.6,21%,1.80%,2.5,50%,50%,2.2,36%,64%
Arkansas,Fort Smith School District,29.6,49%,23.00%,2.9,69%,31%,2.8,65%,35%
Arkansas,Fouke School District,10.8,43%,0.00%,2.7,57%,43%,2.7,68%,32%
Arkansas,Fountain Lake School District,14,31%,8.30%,2.9,74%,26%,2.8,74%,26%
Arkansas,Genoa Central School District,7.7,19%,3.80%,3.1,78%,22%,2.8,71%,29%
Arkansas,Gentry School District,9.5,18%,6.80%,3.3,84%,16%,2.9,73%,27%
Arkansas,Glen Rose School District,N/A,N/A,N/A,3.3,86%,14%,2.8,69%,31%
Arkansas,Gosnell School District,4.5,18%,0.00%,3,76%,24%,2.8,68%,32%
Arkansas,Gravette School District,14.9,33%,8.90%,3.4,92%,8%,3,76%,24%
Arkansas,Green Forest School District,19.9,51%,9.50%,3.4,89%,11%,2.7,62%,38%
Arkansas,Greenbrier School District,32.7,57%,24.50%,3.5,93%,7%,3,83%,17%
Arkansas,Greene Co. Tech School Dist.,19.6,37%,13.80%,3,80%,20%,3,78%,22%
Arkansas,Greenland School District,8,28%,1.40%,2.8,71%,29%,2.8,74%,26%
Arkansas,Greenwood School District,26.3,35%,23.40%,3.2,86%,14%,3.1,84%,16%
Arkansas,Gurdon School District,10.8,30%,4.50%,2.8,64%,36%,2.7,67%,33%
Arkansas,Guy-Perkins School District,N/A,N/A,N/A,2.8,66%,34%,3,71%,29%
Arkansas,Haas Hall Academy,70.1,86%,64.70%,3.7,97%,3%,3.6,100%,0%
Arkansas,Hackett School District,12.7,40%,3.60%,2.6,57%,43%,2.9,73%,27%
Arkansas,Hamburg School District,20.6,55%,9.20%,3,74%,26%,2.6,56%,44%
Arkansas,Hampton School District,13.6,41%,4.30%,3.2,79%,21%,2.7,60%,40%
Arkansas,Harmony Grove School District,11.4,30%,5.20%,3,73%,27%,2.8,71%,29%
Arkansas,Harrisburg School District,19.3,50%,9.00%,2.8,63%,37%,2.8,66%,34%
Arkansas,Harrison School District,16.1,25%,13.20%,2.8,70%,30%,2.9,77%,23%
Arkansas,Hartford School District,9.7,39%,0.00%,2.2,35%,65%,2.7,55%,45%
Arkansas,Hazen School District,13.6,48%,2.20%,3.1,78%,22%,2.5,45%,55%
Arkansas,Heber Springs School District,22.7,55%,11.80%,3.5,91%,9%,2.8,70%,30%
Arkansas,Hector School District,N/A,N/A,N/A,2.7,67%,33%,3.2,91%,9%
Arkansas,Helena/ W.Helena School Dist.,8.4,23%,3.40%,2.2,38%,62%,2.3,35%,65%
Arkansas,Hermitage School District,N/A,N/A,N/A,2.8,65%,35%,2.3,38%,62%
Arkansas,Highland School District,14.7,27%,10.50%,3.1,81%,19%,2.9,76%,24%
Arkansas,Hillcrest School District,N/A,N/A,N/A,2.8,73%,27%,2.7,61%,39%
Arkansas,Hope School District,11.3,43%,0.80%,2.4,46%,54%,2.6,51%,49%
Arkansas,Horatio School District,9.9,36%,1.40%,3,78%,22%,2.7,67%,33%
Arkansas,Hot Springs School District,7.5,19%,3.80%,2.6,59%,41%,2.3,40%,60%
Arkansas,Hoxie School District,11.3,31%,4.80%,3.1,82%,18%,2.8,77%,23%
Arkansas,Hughes School District,6.4,26%,0.00%,2.7,50%,50%,2.2,31%,69%
Arkansas,Huntsville School District,12.3,20%,9.70%,3.8,97%,3%,2.9,68%,32%
Arkansas,Izard Co. Cons. School Dist.,15.2,42%,6.10%,3.1,78%,22%,2.7,61%,39%
Arkansas,Jackson Co. School District,15.8,42%,7.00%,3.2,86%,14%,2.7,69%,31%
Arkansas,Jasper School District,8.3,26%,2.60%,3.2,89%,11%,3,80%,20%
Arkansas,Jessieville School District,N/A,N/A,N/A,2.9,77%,23%,3,83%,17%
Arkansas,Jonesboro School District,26.9,44%,21.20%,3.2,82%,18%,2.8,62%,38%
Arkansas,Junction City School District,10.9,44%,0.00%,2.6,60%,40%,2.7,64%,36%
Arkansas,Kipp Delta Public Schools,45,72%,36.00%,3.2,93%,7%,3.2,93%,7%
Arkansas,Kirby School District,N/A,N/A,N/A,2.6,50%,50%,2.8,65%,35%
Arkansas,Lafayette County School District,13.9,56%,0.00%,2.5,57%,43%,2.4,43%,57%
Arkansas,Lake Hamilton School District,36,56%,29.40%,3,81%,19%,2.8,66%,34%
Arkansas,Lakeside School District,19.1,40%,12.20%,3.2,85%,15%,2.8,67%,33%
Arkansas,Lamar School District,15.1,29%,10.50%,3.2,86%,14%,3.1,89%,11%
Arkansas,Lavaca School District,12.7,46%,1.60%,2.9,72%,28%,2.7,65%,35%
Arkansas,Lawrence County School District,19.8,51%,9.40%,2.9,71%,29%,2.6,59%,41%
Arkansas,Lead Hill School District,N/A,N/A,N/A,2.5,47%,53%,2.6,63%,37%
Arkansas,Lee County School District,10.3,34%,2.30%,2.7,56%,44%,2.1,24%,76%
Arkansas,Lincoln School District,22.7,47%,14.50%,3.1,85%,15%,2.9,77%,23%
Arkansas,Lisa Academy Charter,N/A,N/A,N/A,2.8,68%,32%,2.9,74%,26%
Arkansas,Little Rock School District,26.7,60%,15.80%,2.3,41%,59%,2.4,45%,55%
Arkansas,Lonoke School District,15.7,34%,9.60%,3,74%,26%,2.8,73%,27%
Arkansas,Magazine School District,6.4,26%,0.00%,2.9,68%,32%,2.9,73%,27%
Arkansas,Magnet Cove School Dist.,10.8,36%,2.30%,3,81%,19%,2.9,79%,21%
Arkansas,Magnolia School District,25,47%,17.80%,2.8,66%,34%,2.7,59%,41%
Arkansas,Malvern School District,20.4,48%,11.30%,3.1,79%,21%,2.7,67%,33%
Arkansas,Mammoth Spring School District,N/A,N/A,N/A,3.3,87%,13%,2.7,66%,34%
Arkansas,Manila School District,12.3,25%,8.20%,3.1,86%,14%,2.8,70%,30%
Arkansas,Mansfield School District,16.9,35%,10.80%,3.1,78%,22%,2.9,72%,28%
Arkansas,Marion School District,16.8,35%,10.70%,2.7,63%,37%,2.9,70%,30%
Arkansas,Marked Tree School District,19.9,53%,8.80%,3,75%,25%,3,87%,13%
Arkansas,Marmaduke School District,16.8,36%,10.30%,2.9,69%,31%,2.7,63%,37%
Arkansas,Marvell School District,13,52%,0.00%,3.1,75%,25%,2.3,37%,63%
Arkansas,Mayflower School District,7.4,21%,2.90%,2.9,70%,30%,2.9,70%,30%
Arkansas,Maynard School District,16.1,46%,6.30%,2.7,62%,38%,2.6,56%,44%
Arkansas,Mccrory School District,12.8,36%,5.10%,3.3,85%,15%,2.8,67%,33%
Arkansas,Mcgehee School District,9.8,25%,4.90%,3.3,85%,15%,2.5,52%,48%
Arkansas,Melbourne School District,14.6,22%,12.30%,2.9,71%,29%,3,80%,20%
Arkansas,Mena School District,7,19%,2.90%,3.2,86%,14%,2.8,67%,33%
Arkansas,Midland School District,22.9,49%,14.30%,2.9,68%,32%,2.8,61%,39%
Arkansas,Mineral Springs School Dist.,23.3,93%,0.00%,2.9,75%,25%,2.3,36%,64%
Arkansas,Monticello School District,13.2,22%,10.30%,3,75%,25%,2.7,62%,38%
Arkansas,Mount Ida School District,N/A,N/A,N/A,3.2,86%,14%,3,79%,21%
Arkansas,Mountain Home School District,18.9,38%,12.60%,3.1,75%,25%,2.9,72%,28%
Arkansas,Mountain Pine School District,N/A,N/A,N/A,2.9,76%,24%,2.7,61%,39%
Arkansas,Mountain View School District,10,28%,4.00%,2.9,71%,29%,3,78%,22%
Arkansas,Mountainburg School District,17.8,44%,8.90%,2.9,74%,26%,2.5,56%,44%
Arkansas,Mt. Vernon/Enola School Dist.,18,44%,9.40%,3.6,91%,9%,2.9,81%,19%
Arkansas,Mulberry School District,12.8,51%,0.00%,2.6,52%,48%,2.6,66%,34%
Arkansas,N. Little Rock School District,17.5,30%,13.40%,1.8,19%,81%,2.9,68%,32%
